what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339160770595
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1339160771781
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339160773389
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339160775825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1339160777865
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1339160780932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339160781387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339160781769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339160784733
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1339160785889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339160786324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339160786731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339160789751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339160823522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1339160831881
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339160834391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339160835685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339160836344
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339160840051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339160843855
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1339160847164
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1339160847240
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339160848800
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1339160853399
