what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1339166470975
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.format",1339166475070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339166515620
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339166516657
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1339166518505
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339166538108
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339166540161
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1339166545295
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1339166549647
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.format",1339166551289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339166553798
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1339166573355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339166573773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339166573960
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1339166581875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339166582280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339166582660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339166589652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339166591214
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1339166594739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339166595099
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339166595135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339166596780
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1339166597465
