what,kind,bundleId,bundleVersion,description,time
arch,sysinfo,,,"x86",1332241971472
ws,sysinfo,,,"gtk",1332241971472
locale,sysinfo,,,"pl_PL",1332241971472
processors,sysinfo,,,"2",1332241971472
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1332241971472
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1332241971472
java.specification.name,sysinfo,,,"Java Platform API Specification",1332241971472
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332241971472
java.specification.version,sysinfo,,,"1.6",1332241971472
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1332241971472
java.version,sysinfo,,,"1.6.0_26",1332241971472
java.vm.info,sysinfo,,,"mixed mode, sharing",1332241971472
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1332241971472
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1332241971472
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332241971472
java.vm.specification.version,sysinfo,,,"1.0",1332241971472
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1332241971472
java.vm.version,sysinfo,,,"20.1-b02",1332241971472
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1332241973030
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1332241975055
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332241977570
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332241977622
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332241988418
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332241988766
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332242008466
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332242011334
