what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333274621923
executed,command,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.command.activateTask",1333274622773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333274622790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333274623665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333274624991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333274625446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333274629587
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333274633385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333274663908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1333274669403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333274672325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333274684700
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1333274686777
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1333274710914
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1333274718686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333274720060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333274725066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333274725487
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1333274728672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333274732110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333275286639
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1333275295893
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1333275302204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333275304342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333275306157
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1333275307300
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1333275307981
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1333275308027
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1333275308056
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1333275310932
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1333275323746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333275325395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333275331336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333275924205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333275924848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333275928321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333275928885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333276160875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333276163165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333276296889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333276300769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333276303196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333276306135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333276355565
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333276357110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333276360771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333276369745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1333276381315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1333276384256
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1333276393841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333276394383
